TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0115,14,5,1220,8516,0,458,2.0,X,5,2020
1,0115,15,5,1220,33522,0,3359,1.0,X,5,2020
1,0115,17,5,1220,39549,0,3259,1.0,X,5,2020
1,0115,17,5,1220,4021,0,240,2.0,X,5,2020
1,0115,18,5,1220,433696,0,7568,1.0,X,5,2020
1,0115,19,5,1220,256091,0,24553,1.0,X,5,2020
1,0115,20,5,1220,371671,0,43638,1.0,X,5,2020
1,0115,21,5,1220,136946,0,5210,1.0,X,5,2020
1,0115,21,5,1220,23926,0,2297,2.0,X,5,2020
1,0115,22,5,1220,113154,0,7334,1.0,X,5,2020
1,0115,23,5,1220,150421,0,4092,1.0,X,5,2020
1,0115,23,5,1220,11808,0,1602,2.0,X,5,2020
1,0115,23,6,1220,597317,0,5761,1.0,X,5,2020
1,0115,25,5,1220,439889,0,6140,1.0,X,5,2020
1,0115,27,5,1220,288405,0,13379,1.0,X,5,2020
1,0115,27,6,1220,44103,0,3220,1.0,X,5,2020
1,0115,27,7,1220,2332276,0,0,1.0,X,5,2020
1,0115,28,5,1220,155727,0,5421,1.0,X,5,2020
1,0115,28,5,1220,38315,0,3364,2.0,X,5,2020
1,0115,29,5,1220,70632,0,1781,1.0,X,5,2020
1,0115,29,5,1220,4282,0,71,2.0,X,5,2020
1,0115,30,5,1220,57403,0,1372,1.0,X,5,2020
1,0115,31,5,1220,149948,0,8975,1.0,X,5,2020
1,0115,32,5,1220,470076,0,25111,1.0,X,5,2020
1,0115,32,5,1220,6870,0,450,2.0,X,5,2020
1,0115,33,5,1220,65579,0,3076,1.0,X,5,2020
1,0115,33,5,1220,37957,0,2038,2.0,X,5,2020
1,0115,34,5,1220,564619,0,16270,1.0,X,5,2020
1,0115,34,5,1220,8320,0,113,2.0,X,5,2020
1,0115,35,5,1220,108631,0,2976,1.0,X,5,2020
1,0115,36,5,1220,13603,0,300,1.0,X,5,2020
1,0115,36,5,1220,35636,0,747,2.0,X,5,2020
1,0115,37,5,1220,25155,0,493,1.0,X,5,2020
1,0115,38,5,1220,506870,0,25545,1.0,X,5,2020
1,0115,38,5,1220,9725,0,826,2.0,X,5,2020
1,0115,38,6,1220,572941,0,6440,1.0,X,5,2020
1,0115,39,5,1220,2654796,0,126365,1.0,X,5,2020
1,0115,39,5,1220,202328,0,9557,2.0,X,5,2020
1,0115,40,5,1220,486063,0,32465,1.0,X,5,2020
1,0115,40,5,1220,61661,0,2528,2.0,X,5,2020
1,0115,41,5,1220,8378,0,164,1.0,X,5,2020
1,0115,41,5,1220,7503,0,643,2.0,X,5,2020
1,0115,42,5,1220,44026,0,711,2.0,X,5,2020
1,0115,44,5,1220,321204,0,16295,1.0,X,5,2020
1,0115,44,5,1220,12226,0,342,2.0,X,5,2020
1,0115,47,5,1220,302197,0,9824,2.0,X,5,2020
1,0115,48,5,1220,3520324,0,285327,1.0,X,5,2020
1,0115,48,5,1220,3153,0,62,2.0,X,5,2020
1,0115,49,5,1220,279444,0,7997,1.0,X,5,2020
1,0115,51,5,1220,4198,0,95,1.0,X,5,2020
1,0115,52,5,1220,33354,0,1460,1.0,X,5,2020
1,0115,52,5,1220,4712,0,360,2.0,X,5,2020
1,0115,54,5,1220,50691,0,4053,1.0,X,5,2020
1,0115,54,5,1220,34060,0,2432,2.0,X,5,2020
1,0115,55,5,1220,39715,0,1238,1.0,X,5,2020
1,0115,56,5,1220,282154,0,3454,1.0,X,5,2020
1,0115,56,5,1220,63703,0,585,2.0,X,5,2020
1,0115,57,5,1220,49922,0,1843,1.0,X,5,2020
1,0115,57,5,1220,8308,0,199,2.0,X,5,2020
1,0115,58,5,1220,4775,0,93,1.0,X,5,2020
1,0115,59,5,1220,195067,0,6154,1.0,X,5,2020
1,0115,59,5,1220,11781,0,234,2.0,X,5,2020
1,0115,60,5,1220,3104,0,338,1.0,X,5,2020
1,0115,61,5,1220,26853,0,1085,2.0,X,5,2020
1,0115,62,5,1220,158420,0,1030,2.0,X,5,2020
1,0115,63,5,1220,131046,0,1919,1.0,X,5,2020
1,0115,63,5,1220,193268,0,6597,2.0,X,5,2020
1,0115,64,5,1220,4226,0,130,2.0,X,5,2020
1,0115,65,5,1220,21031,0,443,1.0,X,5,2020
1,0115,68,5,1220,137753,0,4152,1.0,X,5,2020
1,0115,68,5,1220,13403,0,415,2.0,X,5,2020
1,0115,69,5,1220,10710,0,665,2.0,X,5,2020
1,0115,70,5,1220,627127,0,36095,1.0,X,5,2020
1,0115,70,5,1220,25168,0,434,2.0,X,5,2020
1,0115,72,5,1220,125659,0,8226,1.0,X,5,2020
1,0115,72,5,1220,23025,0,2162,2.0,X,5,2020
1,0115,73,5,1220,1264557,0,48392,1.0,X,5,2020
1,0115,73,5,1220,154721,0,9801,2.0,X,5,2020
1,0115,74,5,1220,48073,0,1362,1.0,X,5,2020
1,0115,74,5,1220,4638,0,103,2.0,X,5,2020
1,0115,76,5,1220,395236,0,21828,1.0,X,5,2020
1,0115,76,5,1220,35189,0,2323,2.0,X,5,2020
1,0115,79,5,1220,27453,0,538,1.0,X,5,2020
1,0115,81,5,1220,41896,0,1096,1.0,X,5,2020
1,0115,81,5,1220,62532,0,2123,2.0,X,5,2020
1,0115,82,5,1220,70660,0,1959,1.0,X,5,2020
1,0115,82,5,1220,126104,0,3564,2.0,X,5,2020
1,0115,83,5,1220,138453,0,4280,1.0,X,5,2020
1,0115,83,5,1220,50667,0,2377,2.0,X,5,2020
1,0115,84,5,1220,11000057,0,236443,1.0,X,5,2020
1,0115,84,5,1220,2313221,0,59290,2.0,X,5,2020
1,0115,85,5,1220,2464971,0,67401,1.0,X,5,2020
1,0115,85,5,1220,952105,0,26408,2.0,X,5,2020
1,0115,86,5,1220,63957,0,1001,1.0,X,5,2020
1,0115,86,5,1220,11026,0,236,2.0,X,5,2020
1,0115,87,5,1220,4814882,0,66124,1.0,X,5,2020
1,0115,87,5,1220,825427,0,11435,2.0,X,5,2020
1,0115,88,5,1220,635928,0,1334,1.0,X,5,2020
1,0115,88,5,1220,42565,0,222,2.0,X,5,2020
1,0115,89,5,1220,1204148,0,3261,1.0,X,5,2020
1,0115,89,5,1220,6495,0,127,2.0,X,5,2020
1,0115,90,5,1220,1112330,0,13591,1.0,X,5,2020
1,0115,90,5,1220,322898,0,4020,2.0,X,5,2020
1,0115,93,5,1220,136107,0,1481,1.0,X,5,2020
1,0115,94,5,1220,471323,0,21670,1.0,X,5,2020
1,0115,94,5,1220,247686,0,7970,2.0,X,5,2020
1,0115,95,5,1220,61606,0,2727,1.0,X,5,2020
1,0115,95,5,1220,12443,0,531,2.0,X,5,2020
1,0115,96,5,1220,106272,0,5948,1.0,X,5,2020
1,0115,97,5,1220,7073,0,789,1.0,X,5,2020
1,0115,98,5,1220,57862,0,3578,1.0,X,5,2020
1,0115,98,5,1220,149385,0,3331,2.0,X,5,2020
1,0118,39,5,1220,3892,0,132,1.0,X,5,2020
1,0118,48,5,1220,21736,0,2897,1.0,X,5,2020
1,0118,84,5,1220,61443,0,608,2.0,X,5,2020
1,0121,48,5,1220,69046,0,1001,1.0,X,5,2020
1,0127,7,5,1220,24592,0,945,1.0,X,5,2020
1,0127,20,5,1220,685769,0,13925,1.0,X,5,2020
1,0127,27,5,1220,53352,0,3175,1.0,X,5,2020
1,0127,31,5,1220,105489,0,11209,1.0,X,5,2020
1,0127,31,5,1220,30732,0,2046,2.0,X,5,2020
1,0127,38,5,1220,7234,0,178,1.0,X,5,2020
1,0127,39,5,1220,11797,0,538,1.0,X,5,2020
1,0127,48,5,1220,13373,0,1782,1.0,X,5,2020
1,0127,73,5,1220,2670,0,78,2.0,X,5,2020
1,0127,82,5,1220,5951,0,531,2.0,X,5,2020
1,0127,84,5,1220,25725,0,1399,1.0,X,5,2020
1,0127,84,5,1220,68837,0,2201,2.0,X,5,2020
1,0127,87,5,1220,4115,0,80,1.0,X,5,2020
1,01XX,3,1,1220,2387861,482137,64219,1.0,X,5,2020
1,01XX,8,1,1220,33172,58293,648,2.0,X,5,2020
1,01XX,8,3,1220,11963,2295,575,1.0,X,5,2020
1,01XX,8,3,1220,30493,5695,1443,2.0,X,5,2020
1,01XX,28,1,1220,10541,16267,1576,1.0,X,5,2020
1,01XX,31,5,2010,7150,0,0,1.0,0,5,2020
1,01XX,32,3,1220,12637,59,247,1.0,X,5,2020
1,01XX,38,3,1220,2813,10,55,1.0,X,5,2020
1,01XX,39,3,1220,13995,587,397,1.0,X,5,2020
1,01XX,40,3,1220,3757,267,476,2.0,X,5,2020
1,01XX,47,1,2010,879587,1988596,0,1.0,1,5,2020
1,01XX,73,3,1220,8950,700,35,1.0,X,5,2020
1,01XX,83,3,1220,11460,7,224,1.0,X,5,2020
1,01XX,84,3,1220,13432,34,263,1.0,X,5,2020
1,01XX,84,3,1220,3247,8,66,2.0,X,5,2020
1,01XX,87,3,1220,5983,289,117,1.0,X,5,2020
1,01XX,90,3,1220,63657,288,194,1.0,X,5,2020
1,01XX,90,3,1220,31997,104,627,2.0,X,5,2020
1,0201,1,5,1220,50547,0,990,1.0,X,5,2020
1,0201,38,5,1220,33997,0,666,1.0,X,5,2020
1,0201,72,6,1220,7438,0,357,1.0,X,5,2020
1,0203,23,5,1220,54339,0,7361,1.0,X,5,2020
1,0203,25,6,1220,19513,0,380,1.0,X,5,2020
1,0203,32,5,1220,95603,0,1347,1.0,X,5,2020
1,0203,39,5,1220,91719,0,1731,1.0,X,5,2020
1,0203,44,5,1220,16217,0,1266,1.0,X,5,2020
1,0203,73,5,1220,5639,0,55,2.0,X,5,2020
1,0203,84,5,1220,21380,0,418,1.0,X,5,2020
1,0203,87,5,1220,3999,0,67,1.0,X,5,2020
1,0206,44,5,1220,250108,0,10301,1.0,X,5,2020
1,0206,47,5,1220,10150,0,145,2.0,X,5,2020
1,0206,48,5,1220,4316,0,575,1.0,X,5,2020
1,0206,84,5,1220,4588,0,90,1.0,X,5,2020
1,0207,84,5,1220,10002,0,237,1.0,X,5,2020
1,0207,85,5,1220,55866,0,1044,1.0,X,5,2020
1,0209,3,5,1220,96080,0,1409,1.0,X,5,2020
1,0209,3,5,1220,161222,0,2210,2.0,X,5,2020
1,0209,6,5,1220,328194,0,212,1.0,X,5,2020
1,0209,7,5,1220,3243,0,125,2.0,X,5,2020
1,0209,8,5,1220,154804,0,3964,1.0,X,5,2020
1,0209,8,5,1220,40367,0,790,2.0,X,5,2020
1,0209,13,5,1220,56836,0,985,1.0,X,5,2020
1,0209,16,5,1220,547740,0,5420,1.0,X,5,2020
1,0209,16,5,1220,214466,0,2123,2.0,X,5,2020
1,0209,17,5,1220,26552,0,1214,1.0,X,5,2020
1,0209,18,5,1220,70194,0,1003,1.0,X,5,2020
1,0209,19,5,1220,197549,0,18843,1.0,X,5,2020
1,0209,20,5,1220,24889,0,488,1.0,X,5,2020
1,0209,21,5,1220,21585,0,1372,1.0,X,5,2020
1,0209,22,5,1220,296076,0,2930,2.0,X,5,2020
1,0209,23,5,1220,12810,0,250,1.0,X,5,2020
1,0209,25,5,1220,364030,0,17271,1.0,X,5,2020
1,0209,26,5,1220,78622,0,94,1.0,X,5,2020
1,0209,28,5,1220,25416,0,752,1.0,X,5,2020
1,0209,28,5,1220,8658,0,107,2.0,X,5,2020
1,0209,29,5,1220,31375,0,1533,1.0,X,5,2020
1,0209,29,5,1220,16026,0,314,2.0,X,5,2020
1,0209,30,5,1220,213561,0,4611,1.0,X,5,2020
1,0209,30,5,1220,9113,0,157,2.0,X,5,2020
1,0209,31,5,1220,4235,0,531,1.0,X,5,2020
1,0209,32,5,1220,45253,0,941,1.0,X,5,2020
1,0209,33,5,1220,3867,0,539,1.0,X,5,2020
1,0209,33,5,1220,7377,0,1029,2.0,X,5,2020
1,0209,34,5,1220,15191,0,560,1.0,X,5,2020
1,0209,34,5,1220,4980,0,90,2.0,X,5,2020
1,0209,38,5,1220,104786,0,3265,1.0,X,5,2020
1,0209,38,5,1220,9253,0,6,2.0,X,5,2020
1,0209,39,5,1220,2431195,0,85606,1.0,X,5,2020
1,0209,39,5,1220,30308,0,670,2.0,X,5,2020
1,0209,40,5,1220,89497,0,4052,1.0,X,5,2020
1,0209,42,5,1220,24553,0,612,2.0,X,5,2020
1,0209,44,5,1220,1991557,0,62393,1.0,X,5,2020
1,0209,44,5,1220,19783,0,387,2.0,X,5,2020
1,0209,47,5,1220,2576358,0,138409,1.0,X,5,2020
1,0209,47,5,1220,235451,0,3358,2.0,X,5,2020
1,0209,48,5,1220,3637983,0,219363,1.0,X,5,2020
1,0209,48,5,1220,188804,0,2546,2.0,X,5,2020
1,0209,49,5,1220,13056,0,255,1.0,X,5,2020
1,0209,49,5,1220,2737,0,41,2.0,X,5,2020
1,0209,54,5,1220,42130,0,896,1.0,X,5,2020
1,0209,54,5,1220,15332,0,300,2.0,X,5,2020
1,0209,55,5,1220,52166,0,827,1.0,X,5,2020
1,0209,55,5,1220,181377,0,3001,2.0,X,5,2020
1,0209,56,5,1220,80611,0,1377,1.0,X,5,2020
1,0209,56,5,1220,7917,0,113,2.0,X,5,2020
1,0209,57,5,1220,51927,0,472,1.0,X,5,2020
1,0209,57,5,1220,7208,0,266,2.0,X,5,2020
1,0209,59,5,1220,25734,0,1308,1.0,X,5,2020
1,0209,59,5,1220,44970,0,1719,2.0,X,5,2020
1,0209,60,5,1220,7301,0,214,1.0,X,5,2020
1,0209,62,5,1220,11231,0,200,2.0,X,5,2020
1,0209,63,5,1220,85873,0,4517,1.0,X,5,2020
1,0209,63,5,1220,27922,0,553,2.0,X,5,2020
1,0209,64,5,1220,20935,0,314,1.0,X,5,2020
1,0209,65,5,1220,15835,0,291,2.0,X,5,2020
1,0209,66,5,1220,12544,0,797,2.0,X,5,2020
1,0209,68,5,1220,1526306,0,70514,1.0,X,5,2020
1,0209,68,5,1220,81956,0,8922,2.0,X,5,2020
1,0209,68,8,1220,7898,0,0,1.0,X,5,2020
1,0209,69,5,1220,2755,0,47,1.0,X,5,2020
1,0209,69,5,1220,26694,0,777,2.0,X,5,2020
1,0209,70,5,1220,86592,0,3515,1.0,X,5,2020
1,0209,71,5,1220,87408,0,4233,1.0,X,5,2020
1,0209,72,5,1220,61235,0,5395,1.0,X,5,2020
1,0209,72,5,1220,18696,0,1131,2.0,X,5,2020
1,0209,73,5,1220,372988,0,22264,1.0,X,5,2020
1,0209,73,5,1220,12300,0,352,2.0,X,5,2020
1,0209,74,5,1220,91007,0,981,1.0,X,5,2020
1,0209,74,5,1220,6080,0,100,2.0,X,5,2020
1,0209,75,5,1220,83640,0,298,1.0,X,5,2020
1,0209,76,5,1220,335345,0,4742,1.0,X,5,2020
1,0209,76,5,1220,3753,0,90,2.0,X,5,2020
1,0209,78,5,1220,5655,0,519,1.0,X,5,2020
1,0209,81,5,1220,22935,0,2319,2.0,X,5,2020
1,0209,82,5,1220,183227,0,4293,1.0,X,5,2020
1,0209,83,5,1220,42376,0,272,1.0,X,5,2020
1,0209,83,5,1220,3269,0,161,2.0,X,5,2020
1,0209,84,5,1220,1875805,0,24251,1.0,X,5,2020
1,0209,84,5,1220,657404,0,10004,2.0,X,5,2020
1,0209,85,5,1220,305708,0,4920,1.0,X,5,2020
1,0209,85,5,1220,120707,0,2386,2.0,X,5,2020
1,0209,87,5,1220,990019,0,16772,1.0,X,5,2020
